	BioProject	Title	collection_date	geo_loc_name	lat_lon	isolate	depth	elev	isolation_source	host	sample_type	description	env_broad_scale	env_local_scale	env_medium	BioSampleModel	replicate	BioProject.1	rel_to_oxygen	samp_collect_device	samp_size	cultivar	plot	BioSample	Target	Layout	Primer_set	Region	Extraction_method	Fwd_file	Rev_file
SRR8486998	PRJNA517070	Svalbard, tap water	2017	Svalbard:Ny-Alesund	78.92534 N 11.93239 E				tap water				tap water	tap water	tap water	Metagenome or environmental								SAMN10819254	Fungi	single	5.8SFun-ITS4Fun	ITS2	PowerWater DNA Isolation Kit	SRR8486998
SRR8486999	PRJNA517070	Svalbard, glacial meltwater	2017	Svalbard:Ny-Alesund	78.886310 N 12.147993 E				glacial meltwater				glacial meltwater	glacial meltwater	glacial meltwater	Metagenome or environmental								SAMN10819255	Fungi	single	5.8SFun-ITS4Fun	ITS2	PowerWater DNA Isolation Kit	SRR8486999
SRR8487000	PRJNA517070	Svalbard, sea water	2017	Svalbard:Ny-Alesund	78.928113 N 11.935260 E				sea water				sea water	sea water	sea water	Metagenome or environmental								SAMN10819252	Fungi	single	5.8SFun-ITS4Fun	ITS2	PowerWater DNA Isolation Kit	SRR8487000
SRR8487001	PRJNA517070	Svalbard, sea water	2017	Svalbard:Ny-Alesund	78.937911 N 11.937170 E				sea water				sea water	sea water	sea water	Metagenome or environmental								SAMN10819253	Fungi	single	5.8SFun-ITS4Fun	ITS2	PowerWater DNA Isolation Kit	SRR8487001
SRR8487002	PRJNA517070	Svalbard, subglacial ice	2017	Svalbard:Ny-Alesund	78.879527 N 12.299257 E				subglacial ice				subglacial ice	subglacial ice	subglacial ice	Metagenome or environmental								SAMN10819248	Fungi	single	5.8SFun-ITS4Fun	ITS2	PowerWater DNA Isolation Kit	SRR8487002
SRR8487003	PRJNA517070	Svalbard, subglacial ice	2017	Svalbard:Ny-Alesund	78.879616 N 12.303359 E				subglacial ice				subglacial ice	subglacial ice	subglacial ice	Metagenome or environmental								SAMN10819249	Fungi	single	5.8SFun-ITS4Fun	ITS2	PowerWater DNA Isolation Kit	SRR8487003
SRR8487004	PRJNA517070	Svalbard, subglacial ice	2017	Svalbard:Ny-Alesund	78.915354 N 11.763458 E				subglacial ice				subglacial ice	subglacial ice	subglacial ice	Metagenome or environmental								SAMN10819250	Fungi	single	5.8SFun-ITS4Fun	ITS2	PowerWater DNA Isolation Kit	SRR8487004
SRR8487005	PRJNA517070	Svalbard, moraine lake water	2017	Svalbard:Ny-Alesund	78.900106 N 12.069259 E				moraine lake water				moraine lake water	moraine lake water	moraine lake water	Metagenome or environmental								SAMN10819251	Fungi	single	5.8SFun-ITS4Fun	ITS2	PowerWater DNA Isolation Kit	SRR8487005
SRR8487006	PRJNA517070	Svalbard, clear glacial ice from iceberg in sea water	2017	Svalbard:Ny-Alesund	78.886029 N 12.436453 E				clear glacial ice from iceberg in sea water				clear glacial ice from iceberg in sea water	clear glacial ice from iceberg in sea water	clear glacial ice from iceberg in sea water	Metagenome or environmental								SAMN10819244	Fungi	single	5.8SFun-ITS4Fun	ITS2	PowerWater DNA Isolation Kit	SRR8487006
SRR8487007	PRJNA517070	Svalbard, clear glacial ice from iceberg in sea water	2017	Svalbard:Ny-Alesund	78.886028 N 12.436452 E				clear glacial ice from iceberg in sea water				clear glacial ice from iceberg in sea water	clear glacial ice from iceberg in sea water	clear glacial ice from iceberg in sea water	Metagenome or environmental								SAMN10819245	Fungi	single	5.8SFun-ITS4Fun	ITS2	PowerWater DNA Isolation Kit	SRR8487007
SRR8487008	PRJNA517070	Svalbard, subglacial ice	2017	Svalbard:Ny-Alesund	78.893572 N 12.070259 E				subglacial ice				subglacial ice	subglacial ice	subglacial ice	Metagenome or environmental								SAMN10819246	Fungi	single	5.8SFun-ITS4Fun	ITS2	PowerWater DNA Isolation Kit	SRR8487008
SRR8487009	PRJNA517070	Svalbard, subglacial ice	2017	Svalbard:Ny-Alesund	78.893944 N 12.069138 E				subglacial ice				subglacial ice	subglacial ice	subglacial ice	Metagenome or environmental								SAMN10819247	Fungi	single	5.8SFun-ITS4Fun	ITS2	PowerWater DNA Isolation Kit	SRR8487009
